Date,Profit,order_quantity,transaction_count
2016-05-16,47376,2006,178
2016-05-17,37717,1944,161
2016-05-18,28475,1522,122
2016-05-19,41168,1916,161
2016-05-20,48937,2215,175
2016-05-21,47702,2093,170
2016-05-22,36394,1635,135
2016-05-23,40120,1684,146
2016-05-24,52793,1710,149
2016-05-25,33189,2230,168
2016-05-26,29116,2214,165
2016-05-27,33199,1678,127
2016-05-28,42410,2029,159
2016-05-29,38478,1614,137
2016-05-30,42040,1902,150
2016-05-31,39943,2006,168
2016-06-01,39412,1471,120
2016-06-02,24580,1714,131
2016-06-03,51130,2071,168
2016-06-04,41630,1749,138
2016-06-05,41618,2243,181
2016-06-06,60040,2543,204
2016-06-07,60705,2404,206
2016-06-08,51120,1952,170
2016-06-09,40847,1973,165
2016-06-10,35845,1660,140
2016-06-11,65218,2733,217
2016-06-12,26239,1589,138
2016-06-13,40488,1742,144
2016-06-14,63727,2844,236
2016-06-15,54579,2545,190
2016-06-16,36410,1479,129
2016-06-17,48009,2416,203
2016-06-18,43085,1826,151
2016-06-19,57174,2042,184
2016-06-20,49446,2240,173
2016-06-21,65065,2562,201
2016-06-22,40998,2355,180
2016-06-23,33777,1887,149
2016-06-24,42516,2598,190
2016-06-25,52876,2199,171
2016-06-26,47619,1946,167
2016-06-27,47218,1977,162
2016-06-28,52647,2694,201
2016-06-29,40652,1689,148
2016-06-30,33982,1561,125
2016-07-01,9209,1100,74
2016-07-02,7256,1149,80
2016-07-03,9713,1092,74
2016-07-04,7457,783,50
2016-07-05,5864,771,59
2016-07-06,8907,832,63
2016-07-07,4511,671,56
2016-07-08,12569,1473,102
2016-07-09,5999,887,56
2016-07-10,9798,1008,66
2016-07-11,7660,866,60
2016-07-12,11562,823,55
2016-07-13,3390,513,31
2016-07-14,5854,836,67
2016-07-15,8437,1097,78
2016-07-16,8860,819,59
2016-07-17,11797,1392,83
2016-07-18,8325,1040,71
2016-07-19,7015,1105,82
2016-07-20,10413,1110,76
2016-07-21,5509,640,47
2016-07-22,12340,896,69
2016-07-23,6169,1005,68
2016-07-24,7421,1045,76
2016-07-25,6009,790,53
2016-07-26,6730,870,71
2016-07-27,7253,807,59
2016-07-28,9285,1332,82
2016-07-29,9820,895,61
2016-07-30,6977,843,57
2016-07-31,12530,1267,82
